rms,zcr,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,minF0,maxF0,avgF0,min_intensity,max_intensity,avg_intensity,jitter,shimmer,hnr,path,source,class
0.01616897750302066,0.0981980415239726,2070.9558592808085,2235.6940480715093,23.400001105437028,2889.1364110659247,250,330,290,32,71,64,0,0,20,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_bar_fear.wav,TESS,fear
0.012020636298957822,0.1274146511130137,2677.0440544662247,2602.1035263646077,22.128139930253553,4486.428122324486,224,366,280,29,69,62,0,0,19,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_gaze_fear.wav,TESS,fear
0.022857782143257812,0.0833920338114754,1986.582504280274,2231.0216188732106,22.672465533561816,3086.837618468238,263,334,296,43,72,67,0,0,25,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_near_fear.wav,TESS,fear
0.019500674332409006,0.0959811740451389,2220.9795661607714,2397.3864724764135,22.92211216661439,3504.827880859375,239,340,298,27,74,66,0,0,22,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_beg_fear.wav,TESS,fear
0.014916549156846436,0.17157807221283783,2770.6449506256918,2370.990785505373,23.666946654306862,4026.2725005278717,238,341,284,28,71,64,0,0,18,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_soap_fear.wav,TESS,fear
0.02078212780243001,0.091064453125,2102.221336264379,2265.8615663331066,22.63194813981746,3478.68896484375,277,379,315,42,71,66,0,0,20,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_bone_fear.wav,TESS,fear
0.016602915755454216,0.09209408967391304,1957.652630864126,2122.8931083324655,23.184203382123588,2976.887313179348,226,368,281,41,70,64,0,0,24,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_room_fear.wav,TESS,fear
0.01756876409527194,0.0901665121822034,2375.8222087716968,2504.38652243144,23.79456385508069,3992.2193624205506,273,355,307,33,70,65,0,0,22,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_wheat_fear.wav,TESS,fear
0.023637926728865447,0.09596946022727272,2184.2695915096856,2263.471354688681,22.32552270303337,3482.669344815341,239,388,304,26,75,68,0,0,21,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_time_fear.wav,TESS,fear
0.01515265952860031,0.09729158425632911,2153.1258428041315,2293.1679857143736,23.520560181658155,3201.7692469343356,227,390,282,30,73,64,0,0,21,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_jug_fear.wav,TESS,fear
0.023710783731070877,0.08111979166666666,1986.3945687735961,2279.5076492600037,22.321260408337903,3302.11669921875,252,351,301,43,71,67,0,0,26,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_mood_fear.wav,TESS,fear
0.01731116035171526,0.13668336730072464,2535.1507281014487,2346.089849377614,22.05553144722159,3905.4676885190215,262,397,302,36,71,65,0,0,22,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_mouse_fear.wav,TESS,fear
0.016983727347810323,0.08985053168402778,2222.7190290657745,2407.5219005433974,23.35939908288712,3798.6663818359375,238,358,288,27,71,65,0,0,21,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_ton_fear.wav,TESS,fear
0.018021820713147067,0.09031110491071428,2081.069287461394,2266.1624470840165,22.71313248858222,3156.4599609375,253,334,281,37,71,65,0,0,22,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_rain_fear.wav,TESS,fear
0.013456005368614549,0.14738420758928572,2791.3121396606675,2513.2586607311405,23.56590272109139,4414.15283203125,235,397,295,42,69,63,0,0,22,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_third_fear.wav,TESS,fear
0.014180638367307883,0.14005998883928572,2723.413226531817,2511.790185215478,23.158020194441022,4649.0185546875,235,363,287,38,68,63,0,0,20,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_thin_fear.wav,TESS,fear
0.011093924303786454,0.08373325892857143,2048.6217120365054,2405.538519366339,24.143909050459477,3015.5712890625,218,415,302,25,67,61,0,0,21,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_bean_fear.wav,TESS,fear
0.015857241616852074,0.10608588324652778,2280.103624680299,2297.36181536386,22.990233877836076,3630.13916015625,244,582,289,36,72,64,0,0,19,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_half_fear.wav,TESS,fear
0.013184671581968758,0.10285993303571428,2325.571482148426,2372.6931891315944,23.585626069347967,3701.40380859375,247,417,308,33,69,62,0,0,19,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_king_fear.wav,TESS,fear
0.02011126102331051,0.10704752604166666,2236.16927895247,2332.9462480949705,21.684510228263985,3582.586669921875,280,371,317,38,73,66,0,0,20,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_hall_fear.wav,TESS,fear
0.011649251555614961,0.09308143028846154,2278.2912684974067,2498.418902339265,23.873918434833506,3659.650691105769,259,409,302,34,68,61,0,0,20,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_dead_fear.wav,TESS,fear
0.014671765355812176,0.0950927734375,2228.5252665673365,2397.9688757060626,22.500481692854454,3147.805965647978,258,485,293,25,71,64,0,0,19,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_pike_fear.wav,TESS,fear
0.013899073965041682,0.11307493397887323,2259.414444806915,2215.562653299553,23.5266942509134,3290.182452134683,250,325,281,34,71,63,0,0,21,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_match_fear.wav,TESS,fear
0.016243203100523358,0.09242957746478873,2238.6787952434083,2337.59062586645,22.788358946398404,3726.6089211047533,247,413,298,34,69,64,0,0,22,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_team_fear.wav,TESS,fear
0.009965521160096222,0.12755463088768115,2549.8646709193263,2415.075648711263,23.25334356096467,3512.7207880434785,260,363,295,30,66,60,0,0,16,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_chalk_fear.wav,TESS,fear
0.016953881110879112,0.1958465576171875,3256.4471891619723,2511.1367497320257,21.695549323041938,5197.408676147461,242,345,301,41,74,65,0,0,20,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_such_fear.wav,TESS,fear
0.011735210057915519,0.1281540329391892,2524.3638604561897,2386.4657224369166,23.325658727128904,4041.258445945946,225,357,272,36,69,62,0,0,19,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_which_fear.wav,TESS,fear
0.012990174425822692,0.13362418831168832,2603.660458184397,2388.7201043045366,23.661765378701283,4246.235795454545,246,346,291,35,69,63,0,0,18,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_sheep_fear.wav,TESS,fear
0.0160741471794474,0.10621148767605634,2273.4710637122066,2251.7886412195658,22.7896804655713,3226.492696412852,241,357,282,32,74,65,0,0,21,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_keg_fear.wav,TESS,fear
0.018706350069854043,0.11337002840909091,2691.330114927578,2610.6214777395426,22.265597522458368,4441.386274857955,275,359,310,35,73,66,0,0,23,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_wife_fear.wav,TESS,fear
0.013065703947094786,0.1310096153846154,2676.502859252177,2489.5324825734156,23.993763272163505,4226.1671799879805,240,388,289,34,70,63,0,0,22,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_voice_fear.wav,TESS,fear
0.01996940139755675,0.08882410386029412,2237.7479282878257,2403.0984885404064,22.465479047854714,3508.962115119485,238,340,284,35,73,66,0,0,23,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_make_fear.wav,TESS,fear
0.016590701629623162,0.0927590762867647,1925.8281925471338,2128.847626080339,23.37385966685024,2999.923526539522,235,329,277,44,70,64,0,0,21,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_numb_fear.wav,TESS,fear
0.0144919300636574,0.14655725279850745,2705.7329684713,2427.4371869084275,23.252252631049167,4274.180124766791,251,408,298,33,68,63,0,0,16,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_sure_fear.wav,TESS,fear
0.01241068508999588,0.09295563199626866,2170.0567594259037,2387.314196542373,23.11588468389763,3159.27442863806,257,379,288,31,68,62,0,0,19,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_lot_fear.wav,TESS,fear
0.014334591994171907,0.1089134738869863,2219.15741522503,2362.17761619296,23.560135159898852,3676.4257143621576,239,323,281,43,71,63,0,0,20,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_vine_fear.wav,TESS,fear
0.014680428686130663,0.09470331101190477,1998.5081077231057,2233.7926967327685,23.008939342301296,2668.9208984375,261,399,318,27,69,63,0,0,20,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_burn_fear.wav,TESS,fear
0.01174287202334798,0.10064196977459017,2104.304980702605,2249.9728060239786,23.46648642207644,3046.595238857582,248,353,288,34,69,62,0,0,18,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_bought_fear.wav,TESS,fear
0.0216279439014273,0.10568138860887097,2380.711316106914,2367.4990415084803,20.621607867627326,3883.0964119203627,254,391,307,33,70,67,0,0,20,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_chain_fear.wav,TESS,fear
0.016240752071777033,0.10759878849637682,2349.7448349447627,2487.210946019994,22.01745942264596,3982.0822010869565,246,396,284,38,70,64,0,0,22,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_raise_fear.wav,TESS,fear
0.016159168228963187,0.11817040381493507,2468.937416081271,2336.527807811534,22.168904706027984,4018.4592507102275,185,402,281,34,72,65,0,0,19,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_bath_fear.wav,TESS,fear
0.010949990578883977,0.10082620287698413,2372.1362479028357,2475.965198923876,23.364386688140698,3412.6708984375,253,387,306,27,67,61,0,0,17,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_kite_fear.wav,TESS,fear
0.014114101642500144,0.15777145606884058,2888.5006231962416,2579.544462492014,23.77366187413112,4734.183933423913,260,355,287,40,70,63,0,0,20,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_far_fear.wav,TESS,fear
0.015566140273463206,0.11083984375,2409.937464826183,2339.1155755453433,23.89812524164366,3606.6458834134614,240,397,299,28,72,64,0,0,19,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_kill_fear.wav,TESS,fear
0.014321102177742441,0.12937418619791666,2550.48244513723,2341.6241906576815,22.818278611937615,4016.839599609375,248,348,286,33,69,63,0,0,17,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_shack_fear.wav,TESS,fear
0.014634863446568851,0.10014073988970588,2322.403418448908,2482.983573566275,24.271819347523646,3859.0349982766543,240,389,293,32,69,63,0,0,21,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_rag_fear.wav,TESS,fear
0.012482670982789153,0.11878380408653846,2623.0486000741157,2566.69392877332,23.660417304902722,4399.951171875,242,386,289,36,68,62,0,0,19,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_life_fear.wav,TESS,fear
0.014207311356477119,0.13526805932971014,2686.504483147016,2499.2160860482572,24.292195202652113,4495.290208899457,258,410,307,40,70,64,0,0,22,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_goose_fear.wav,TESS,fear
0.013430124822194602,0.08846468538851351,2162.844283348179,2357.5034663257698,23.457716990273088,3280.321605785473,237,345,289,26,70,63,0,0,19,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_tip_fear.wav,TESS,fear
0.020296980082731352,0.10536024305555555,2451.8424249205145,2433.12930867008,23.467725095688287,4121.5576171875,245,411,306,40,70,66,0,0,24,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_lose_fear.wav,TESS,fear
0.011601417347569967,0.12776692708333334,2790.979511148322,2538.9463153703196,22.94405124353334,4364.7802734375,247,349,284,31,71,62,0,0,20,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_chief_fear.wav,TESS,fear
0.016777495123402104,0.0949827100409836,2248.74262876141,2372.5151830886616,22.91412794351454,3517.501680968238,267,356,309,31,70,65,0,0,18,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_dip_fear.wav,TESS,fear
0.01639550307353159,0.08817608173076923,2226.0273965834067,2460.8551616004347,23.473499607379647,3751.2496243990386,283,376,307,34,71,65,0,0,24,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_neat_fear.wav,TESS,fear
0.013817190913669217,0.0903052761130137,2009.2569810679088,2239.0726258541285,23.476464904090054,2979.8413420376714,239,391,296,36,72,63,0,0,21,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_gun_fear.wav,TESS,fear
0.015434538568971128,0.09397592117537314,2266.280321764822,2456.544942508851,23.75578796521279,3496.7350746268658,230,533,293,28,72,65,0,0,20,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_pick_fear.wav,TESS,fear
0.01404578252953792,0.10741518621575342,2194.196611454568,2213.0416823392225,23.065712597324598,3127.9189854452056,244,373,284,35,69,63,0,0,21,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_merge_fear.wav,TESS,fear
0.016419898426250974,0.08878968253968254,2087.3659439352123,2301.174498430079,23.86464923772466,3472.1435546875,258,337,289,41,72,64,0,0,23,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_hole_fear.wav,TESS,fear
0.020205027488074012,0.10033439867424243,2505.0755118512025,2564.2522880705674,24.90035814009691,4247.098055752841,284,414,321,35,72,67,0,0,23,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_food_fear.wav,TESS,fear
